10	382.750000
20	375.530000
30	377.950000
40	392.830000
50	398.560000
60	396.440000
70	383.370000
80	379.150000
90	391.960000
100	394.250000
110	373.980000
120	365.120000
130	361.030000
140	374.660000
150	357.220000
160	373.720000
170	372.200000
180	369.480000
190	359.180000
200	372.370000
210	365.770000
220	371.700000
230	360.080000
240	382.780000
250	360.850000
260	379.110000
270	377.340000
280	370.420000
290	374.610000
300	358.530000
310	399.020000
320	363.840000
330	367.880000
340	372.340000
350	340.290000
360	379.570000
370	390.720000
380	363.310000
390	366.380000
400	361.180000
410	398.940000
420	378.690000
430	363.130000
440	361.920000
450	394.020000
460	378.680000
470	382.650000
480	376.990000
490	365.160000
500	377.850000
510	379.290000
520	384.740000
530	348.830000
540	372.260000
550	374.990000
560	357.800000
570	392.190000
580	378.000000
590	393.000000
600	384.920000
610	380.690000
620	384.600000
630	382.970000
640	393.510000
650	380.000000
660	383.310000
670	388.000000
680	366.590000
690	383.140000
700	380.000000
710	380.000000
720	376.780000
730	366.950000
740	395.470000
750	383.590000
760	375.340000
770	392.040000
780	378.970000
790	363.930000
800	387.600000
810	364.560000
820	364.290000
830	395.990000
840	372.520000
850	391.980000
860	395.800000
870	379.870000
880	380.990000
890	387.740000
900	368.460000
910	388.000000
920	385.990000
930	399.510000
940	375.890000
950	377.000000
960	392.110000
970	383.990000
980	369.500000
990	354.310000
1000	363.730000
1010	380.010000
1020	377.720000
1030	369.990000
1040	370.760000
1050	394.910000
1060	380.460000
1070	373.860000
1080	386.900000
1090	380.990000
1100	371.790000
1110	385.920000
1120	382.930000
1130	391.420000
1140	385.280000
1150	386.990000
1160	393.820000
1170	396.680000
1180	389.290000
1190	397.990000
1200	373.980000
1210	362.990000
1220	390.350000
1230	386.660000
1240	364.910000
1250	374.830000
1260	369.580000
1270	367.130000
1280	378.270000
1290	360.020000
1300	402.470000
1310	391.120000
1320	375.700000
1330	376.970000
1340	375.900000
1350	355.270000
1360	369.880000
1370	386.000000
1380	373.980000
1390	357.980000
1400	382.180000
1410	376.440000
1420	383.990000
1430	372.740000
1440	379.170000
1450	390.000000
1460	362.300000
1470	369.630000
1480	356.860000
1490	382.480000
1500	363.300000
1510	374.060000
1520	389.930000
1530	370.620000
1540	377.180000
1550	368.590000
1560	394.560000
1570	366.650000
1580	385.760000
1590	385.530000
1600	366.850000
1610	388.080000
1620	377.000000
1630	392.900000
1640	397.280000
1650	385.420000
1660	386.280000
1670	374.280000
1680	383.990000
1690	394.990000
1700	395.990000
1710	392.980000
1720	365.730000
1730	377.790000
1740	386.210000
1750	399.970000
1760	381.900000
1770	391.600000
1780	399.900000
1790	399.460000
1800	337.000000
