    0/11056 (0%) -290.180/-290.708/-283.997/ 2.774 
    0/ 7655 (0%) -291.316/-291.872/-286.185/ 3.338 
    0/ 6804 (0%) -292.609/-293.142/-287.914/ 3.555 
    0/ 8505 (0%) -293.900/-294.459/-285.382/ 3.200 
    0/ 5103 (0%) -295.126/-295.669/-290.215/ 4.136 
    0/ 5954 (0%) -296.305/-296.839/-292.254/ 3.847 
    0/ 7655 (0%) -298.075/-298.634/-292.214/ 3.416 
    0/ 6804 (0%) -299.272/-299.830/-294.181/ 3.634 
    0/ 9355 (0%) -300.485/-301.024/-294.208/ 3.118 
    0/10205 (0%) -301.971/-302.496/-292.435/ 3.010 
    0/ 5103 (0%) -303.228/-303.733/-298.499/ 4.251 
    0/ 5103 (0%) -304.412/-304.919/-300.964/ 4.267 
    0/ 9355 (0%) -306.274/-306.824/-302.095/ 3.174 
    0/ 5104 (0%) -307.544/-308.040/-301.928/ 4.311 
    0/ 6804 (0%) -308.784/-309.324/-303.374/ 3.751 
    0/ 7655 (0%) -309.960/-310.482/-304.392/ 3.551 
    0/ 6804 (0%) -311.184/-311.674/-302.346/ 3.784 
    0/ 4253 (0%) -312.432/-312.943/-307.892/ 4.793 
    0/ 5104 (0%) -314.314/-314.835/-310.025/ 4.405 
    0/ 8505 (0%) -315.543/-316.033/-309.691/ 3.435 
    0/ 6804 (0%) -316.777/-317.326/-312.030/ 3.849 
    0/ 7655 (0%) -317.985/-318.536/-312.252/ 3.649 
    0/ 5954 (0%) -319.244/-319.752/-312.440/ 4.147 
    0/ 6804 (0%) -320.418/-320.957/-315.266/ 3.895 
    0/ 3403 (0%) -322.283/-322.801/-317.881/ 5.527 
    0/ 7655 (0%) -323.539/-324.022/-317.975/ 3.704 
    0/ 7655 (0%) -324.789/-325.320/-319.234/ 3.721 
    0/ 8505 (0%) -326.024/-326.561/-320.608/ 3.545 
    0/ 8505 (0%) -327.173/-327.703/-317.699/ 3.563 
    0/ 6804 (0%) -328.370/-328.884/-322.770/ 3.986 
    0/ 5103 (0%) -330.159/-330.734/-324.880/ 4.629 
    0/ 5954 (0%) -331.457/-331.967/-324.924/ 4.307 
    0/ 6804 (0%) -332.728/-333.243/-325.414/ 4.045 
    0/ 6804 (0%) -333.965/-334.447/-327.328/ 4.053 
    0/ 7655 (0%) -335.138/-335.664/-329.740/ 3.839 
    0/ 8505 (0%) -336.386/-336.904/-332.591/ 3.651 
    0/ 3403 (0%) -338.205/-338.744/-333.684/ 5.804 
    0/ 5104 (0%) -339.471/-340.030/-334.353/ 4.758 
    0/ 6804 (0%) -340.721/-341.219/-334.231/ 4.136 
    0/ 3403 (0%) -341.975/-342.451/-330.095/ 5.873 
    0/ 7654 (0%) -343.112/-343.584/-337.159/ 3.929 
    0/ 7654 (0%) -344.343/-344.876/-338.202/ 3.944 
    0/ 5103 (0%) -346.214/-346.752/-339.941/ 4.856 
    0/ 6804 (0%) -347.393/-347.897/-341.296/ 4.217 
    0/ 7654 (0%) -348.605/-349.109/-345.410/ 3.989 
    0/ 7654 (0%) -349.785/-350.292/-345.301/ 4.004 
    0/ 6804 (0%) -351.022/-351.552/-344.163/ 4.263 
    0/ 8505 (0%) -352.249/-352.827/-347.085/ 3.829 
    0/ 8504 (0%) -354.097/-354.625/-346.988/ 3.854 
    0/ 6804 (0%) -355.293/-355.832/-350.121/ 4.315 
    0/ 7655 (0%) -356.476/-357.026/-349.379/ 4.084 
    0/ 7655 (0%) -357.740/-358.266/-353.659/ 4.093 
    0/ 5954 (0%) -358.999/-359.494/-353.611/ 4.659 
    0/ 7654 (0%) -360.202/-360.745/-354.331/ 4.128 
    0/ 6804 (0%) -362.040/-362.614/-356.008/ 4.399 
    0/ 7654 (0%) -363.384/-363.894/-357.058/ 4.159 
    0/10205 (0%) -364.687/-365.210/-358.249/ 3.617 
    0/ 6804 (0%) -365.885/-366.407/-361.005/ 4.439 
    0/ 5954 (0%) -367.150/-367.754/-361.612/ 4.764 
    0/10206 (0%) -368.464/-369.030/-363.409/ 3.653 
    0/ 7655 (0%) -371.189/-371.722/-367.090/ 4.250 
    0/ 4253 (0%) -372.454/-372.948/-367.646/ 5.716 
    0/ 6804 (0%) -373.727/-374.260/-363.920/ 4.540 
    0/ 4253 (0%) -374.974/-375.485/-368.856/ 5.755 
    0/ 6804 (0%) -376.229/-376.830/-369.815/ 4.568 
    0/ 6804 (0%) -377.476/-377.953/-371.725/ 4.583 
    0/ 6804 (0%) -379.347/-379.870/-374.697/ 4.607 
    0/ 6804 (0%) -380.599/-381.140/-375.013/ 4.620 
    0/ 6804 (0%) -381.806/-382.336/-376.688/ 4.639 
    0/ 9355 (0%) -383.036/-383.534/-377.582/ 3.970 
    0/ 8505 (0%) -384.283/-384.792/-379.278/ 4.174 
    0/ 7654 (0%) -385.572/-386.058/-378.514/ 4.413 
    0/ 8505 (0%) -387.408/-387.927/-382.184/ 4.208 
    0/ 5953 (0%) -388.810/-389.352/-384.634/ 5.043 
    0/ 8505 (0%) -390.050/-390.574/-385.946/ 4.234 
    0/ 6804 (0%) -391.372/-391.886/-385.335/ 4.751 
