    0/11056 (0%) -290.180/-290.708/-283.997/ 2.774 
    0/10205 (0%) -392.640/-393.144/-387.157/ 3.894 
    0/10205 (0%) -393.895/-394.429/-388.299/ 3.913 
    0/ 4253 (0%) -395.757/-396.256/-392.254/ 6.070 
    0/ 9355 (0%) -396.961/-397.513/-390.926/ 4.113 
    0/ 8505 (0%) -398.205/-398.741/-391.549/ 4.326 
    0/ 9355 (0%) -399.499/-400.059/-390.562/ 4.141 
    0/ 5954 (0%) -400.721/-401.253/-395.394/ 5.197 
    0/ 5954 (0%) -401.944/-402.451/-390.464/ 5.217 
    0/ 7655 (0%) -403.836/-404.390/-397.211/ 4.624 
    0/ 7654 (0%) -405.126/-405.645/-399.626/ 4.635 
    0/ 8505 (0%) -406.451/-406.983/-399.269/ 4.416 
    0/ 8505 (0%) -407.672/-408.171/-402.612/ 4.428 
    0/ 6804 (0%) -408.847/-409.395/-403.561/ 4.962 
    0/ 6804 (0%) -410.080/-410.583/-402.406/ 4.981 
    0/11906 (0%) -411.923/-412.440/-405.446/ 3.783 
    0/ 6804 (0%) -413.136/-413.684/-407.109/ 5.015 
    0/ 5954 (0%) -414.406/-414.929/-409.342/ 5.375 
    0/ 8505 (0%) -415.587/-416.140/-407.882/ 4.514 
    0/ 8505 (0%) -416.969/-417.510/-410.804/ 4.529 
    0/ 7654 (0%) -418.204/-418.730/-409.049/ 4.794 
    0/ 6804 (0%) -420.075/-420.607/-416.257/ 5.090 
    0/ 8505 (0%) -421.205/-421.834/-413.805/ 4.578 
    0/ 8505 (0%) -422.457/-422.984/-416.496/ 4.588 
    0/ 5104 (0%) -423.778/-424.281/-418.505/ 5.934 
    0/ 5954 (0%) -425.035/-425.528/-420.084/ 5.514 
    0/ 4253 (0%) -426.315/-426.809/-422.115/ 6.542 
    0/10205 (0%) -428.175/-428.684/-421.413/ 4.251 
    0/ 8505 (0%) -429.395/-429.917/-424.846/ 4.663 
    0/ 9355 (0%) -430.703/-431.239/-421.399/ 4.466 
    0/ 5954 (0%) -432.013/-432.535/-427.450/ 5.601 
    0/ 5103 (0%) -433.278/-433.819/-425.592/ 6.067 
    0/ 5954 (0%) -434.599/-435.127/-427.814/ 5.639 
    0/ 7654 (0%) -436.540/-437.077/-427.425/ 5.004 
    0/ 8505 (0%) -437.793/-438.358/-432.198/ 4.756 
    0/ 5954 (0%) -439.073/-439.603/-432.723/ 5.697 
    0/ 5103 (0%) -440.320/-440.847/-434.699/ 6.171 
    0/ 6804 (0%) -441.647/-442.145/-434.236/ 5.360 
    0/ 5103 (0%) -442.857/-443.396/-435.637/ 6.205 
    0/ 6804 (0%) -444.679/-445.237/-440.444/ 5.395 
    0/ 7655 (0%) -445.920/-446.491/-440.785/ 5.106 
    0/ 5103 (0%) -447.257/-447.789/-443.614/ 6.265 
    0/ 8505 (0%) -448.636/-449.204/-443.004/ 4.872 
    0/ 6804 (0%) -449.986/-450.598/-444.115/ 5.461 
    0/ 5103 (0%) -451.449/-451.999/-445.450/ 6.287 
    0/ 8505 (0%) -453.560/-454.101/-445.271/ 4.924 
    0/ 8505 (0%) -454.877/-455.457/-449.522/ 4.939 
    0/ 7654 (0%) -456.249/-456.787/-452.147/ 5.220 
    0/ 8505 (0%) -457.567/-458.121/-449.526/ 4.971 
    0/ 7654 (0%) -458.859/-459.407/-453.477/ 5.250 
    0/ 8505 (0%) -460.331/-460.888/-456.415/ 4.997 
    0/ 6804 (0%) -462.390/-462.963/-456.698/ 5.610 
    0/ 8505 (0%) -463.788/-464.373/-459.208/ 5.035 
    0/ 6804 (0%) -465.196/-465.716/-459.785/ 5.644 
    0/ 6804 (0%) -466.506/-467.042/-458.799/ 5.666 
    0/ 7654 (0%) -467.875/-468.445/-462.363/ 5.354 
    0/ 8505 (0%) -469.222/-469.762/-463.887/ 5.094 
    0/ 7654 (0%) -471.252/-471.798/-465.791/ 5.392 
    0/ 7655 (0%) -472.554/-473.103/-464.782/ 5.407 
    0/10205 (0%) -473.906/-474.483/-464.774/ 4.707 
    0/ 5954 (0%) -475.239/-475.788/-470.500/ 6.166 
    0/10206 (0%) -476.594/-477.147/-469.122/ 4.727 
    0/ 8505 (0%) -477.948/-478.548/-470.078/ 5.195 
    0/ 5954 (0%) -480.023/-480.622/-474.444/ 6.223 
    0/ 6804 (0%) -481.442/-482.004/-476.462/ 5.840 
    0/ 8505 (0%) -482.760/-483.294/-478.478/ 5.239 
    0/ 9355 (0%) -484.075/-484.651/-476.876/ 5.019 
    0/ 8505 (0%) -485.466/-486.038/-478.718/ 5.268 
    0/ 6804 (0%) -486.815/-487.369/-480.574/ 5.910 
    0/ 6804 (0%) -488.833/-489.407/-482.592/ 5.935 
    0/ 6804 (0%) -490.256/-490.808/-485.427/ 5.947 
    0/ 7655 (0%) -491.568/-492.096/-486.866/ 5.625 
    0/ 7654 (0%) -492.953/-493.516/-488.415/ 5.639 
    0/ 9355 (0%) -494.277/-494.832/-487.939/ 5.117 
    0/ 8505 (0%) -495.565/-496.117/-490.359/ 5.379 
    0/ 7655 (0%) -497.543/-498.142/-490.859/ 5.698 
    0/ 6804 (0%) -498.853/-499.399/-492.982/ 6.054 
    0/ 6804 (0%) -500.273/-500.813/-496.816/ 6.068 
    0/ 5954 (0%) -501.605/-502.175/-497.227/ 6.504 
    0/ 8505 (0%) -502.952/-503.531/-495.594/ 5.460 
    0/ 5103 (0%) -504.235/-504.776/-500.475/ 7.061 
    0/ 5954 (0%) -506.192/-506.770/-500.557/ 6.565 
    0/ 9355 (0%) -507.478/-508.047/-498.541/ 5.262 
    0/ 7655 (0%) -508.852/-509.396/-501.294/ 5.823 
    0/ 6804 (0%) -510.183/-510.739/-506.095/ 6.188 
    0/ 5954 (0%) -511.542/-512.066/-507.926/ 6.632 
    0/ 5103 (0%) -512.898/-513.407/-508.255/ 7.182 
    0/10206 (0%) -514.817/-515.354/-508.680/ 5.105 
    0/ 5104 (0%) -516.124/-516.634/-512.073/ 7.226 
    0/ 8505 (0%) -517.394/-517.960/-511.215/ 5.616 
    0/ 9355 (0%) -518.767/-519.307/-513.357/ 5.371 
    0/ 5103 (0%) -520.147/-520.717/-510.938/ 7.286 
    0/11056 (0%) -521.529/-522.107/-516.297/ 4.967 
    0/ 8505 (0%) -523.464/-524.015/-518.155/ 5.682 
    0/ 6804 (0%) -524.805/-525.372/-519.413/ 6.368 
    0/ 8505 (0%) -526.190/-526.719/-520.494/ 5.711 
    0/ 5103 (0%) -527.484/-528.003/-523.356/ 7.386 
    0/ 5954 (0%) -528.759/-529.294/-523.608/ 6.857 
    0/ 9355 (0%) -530.032/-530.606/-524.792/ 5.486 
    0/ 8505 (0%) -531.999/-532.571/-524.815/ 5.776 
    0/ 8505 (0%) -533.324/-533.889/-528.269/ 5.787 
    0/10205 (0%) -534.661/-535.220/-528.891/ 5.293 
    0/ 4253 (0%) -535.967/-536.515/-531.320/ 8.221 
    0/ 7655 (0%) -537.206/-537.771/-530.216/ 6.147 
    0/ 5954 (0%) -538.523/-539.085/-534.010/ 6.982 
