6.72 Mbits/sec   0.016 ms    0/ 5715 (0%)
5.81 Mbits/sec   0.033 ms    0/ 4944 (0%)
5.67 Mbits/sec   0.019 ms    0/ 4824 (0%)
4.78 Mbits/sec   0.019 ms    0/ 4066 (0%)
3.46 Mbits/sec   0.019 ms    0/ 2943 (0%)
2.99 Mbits/sec   0.022 ms    0/ 2544 (0%)
3.88 Mbits/sec   0.028 ms    0/ 3303 (0%)
2.73 Mbits/sec   0.021 ms    0/ 2318 (0%)
4.03 Mbits/sec   0.020 ms    0/ 3426 (0%)
2.82 Mbits/sec   0.018 ms    0/ 2401 (0%)
