3.19 Mbits/sec   0.029 ms    0/ 2716 (0%)
7.69 Mbits/sec   0.018 ms    0/ 6536 (0%)
3.67 Mbits/sec   0.014 ms    0/ 3121 (0%)
4.62 Mbits/sec   0.025 ms    0/ 3930 (0%)
3.21 Mbits/sec   0.014 ms    0/ 2733 (0%)
3.42 Mbits/sec   0.012 ms    0/ 2912 (0%)
3.76 Mbits/sec   0.015 ms    0/ 3198 (0%)
6.87 Mbits/sec   0.035 ms    0/ 5838 (0%)
6.96 Mbits/sec   0.016 ms    0/ 5918 (0%)
4.41 Mbits/sec   0.027 ms    0/ 3751 (0%)
