0.84 Mbits/sec   0.012 ms    0/  716 (0%)
9.45 Mbits/sec   0.022 ms    0/ 8033 (0%)
5.52 Mbits/sec   0.015 ms    0/ 4693 (0%)
4.41 Mbits/sec   0.031 ms    0/ 3751 (0%)
4.60 Mbits/sec   0.025 ms    0/ 3914 (0%)
4.43 Mbits/sec   0.023 ms    0/ 3768 (0%)
5.03 Mbits/sec   0.026 ms    0/ 4276 (0%)
4.77 Mbits/sec   0.011 ms    0/ 4059 (0%)
6.51 Mbits/sec   0.027 ms    0/ 5535 (0%)
3.61 Mbits/sec   0.017 ms    0/ 3069 (0%)
