4.75 Mbits/sec   0.048 ms    0/ 4043 (0%)
2.57 Mbits/sec   0.012 ms    0/ 2184 (0%)
5.79 Mbits/sec   0.020 ms    0/ 4927 (0%)
10.1 Mbits/sec   0.020 ms    0/ 8621 (0%)
7.04 Mbits/sec   0.024 ms    0/ 5988 (0%)
6.18 Mbits/sec   0.014 ms    0/ 5258 (0%)
8.20 Mbits/sec   0.014 ms    0/ 6974 (0%)
5.35 Mbits/sec   0.016 ms    0/ 4552 (0%)
4.68 Mbits/sec   0.017 ms    0/ 3978 (0%)
3.59 Mbits/sec   0.015 ms    0/ 3052 (0%)
