4.21 Mbits/sec   0.028 ms    0/ 3577 (0%)
5.47 Mbits/sec   0.008 ms    0/ 4649 (0%)
2.50 Mbits/sec   0.021 ms    0/ 2131 (0%)
6.60 Mbits/sec   0.018 ms    0/ 5612 (0%)
7.56 Mbits/sec   0.024 ms    0/ 6431 (0%)
6.09 Mbits/sec   0.048 ms    0/ 5182 (0%)
4.25 Mbits/sec   0.013 ms    0/ 3614 (0%)
5.72 Mbits/sec   0.042 ms    0/ 4867 (0%)
3.72 Mbits/sec   0.012 ms    0/ 3160 (0%)
5.66 Mbits/sec   0.021 ms    0/ 4818 (0%)
