2.47 Mbits/sec   0.022 ms    0/ 2102 (0%)
1.38 Mbits/sec   0.017 ms    0/ 1177 (0%)
2.96 Mbits/sec   0.017 ms    0/ 2520 (0%)
4.57 Mbits/sec   0.024 ms    0/ 3885 (0%)
2.83 Mbits/sec   0.014 ms    0/ 2405 (0%)
5.35 Mbits/sec   0.018 ms    0/ 4546 (0%)
4.72 Mbits/sec   0.015 ms    0/ 4018 (0%)
4.71 Mbits/sec   0.019 ms    0/ 4005 (0%)
8.65 Mbits/sec   0.028 ms    0/ 7359 (0%)
4.68 Mbits/sec   0.021 ms    0/ 3981 (0%)
