1.52 Mbits/sec   0.021 ms    0/ 1290 (0%)
4.32 Mbits/sec   0.027 ms    0/ 3676 (0%)
6.83 Mbits/sec   0.018 ms    0/ 5804 (0%)
7.61 Mbits/sec   0.010 ms    0/ 6469 (0%)
5.06 Mbits/sec   0.023 ms    0/ 4305 (0%)
7.11 Mbits/sec   0.017 ms    0/ 6043 (0%)
6.70 Mbits/sec   0.020 ms    0/ 5698 (0%)
4.58 Mbits/sec   0.018 ms    0/ 3892 (0%)
1.93 Mbits/sec   0.009 ms    0/ 1643 (0%)
6.15 Mbits/sec   0.015 ms    0/ 5233 (0%)
