4.37 Mbits/sec   0.030 ms    0/ 3721 (0%)
2.17 Mbits/sec   0.017 ms    0/ 1847 (0%)
10.4 Mbits/sec   0.035 ms    0/ 8881 (0%)
6.81 Mbits/sec   0.015 ms    0/ 5788 (0%)
9.14 Mbits/sec   0.015 ms    0/ 7770 (0%)
6.79 Mbits/sec   0.021 ms    0/ 5774 (0%)
5.25 Mbits/sec   0.029 ms    0/ 4461 (0%)
4.23 Mbits/sec   0.018 ms    0/ 3598 (0%)
5.34 Mbits/sec   0.016 ms    0/ 4543 (0%)
5.20 Mbits/sec   0.068 ms    0/ 4421 (0%)
