10	10.802000
20	11.082000
30	8.802000
40	10.800000
50	11.602000
60	10.400000
70	12.000000
80	13.280000
90	11.200000
100	9.202000
110	9.402000
120	13.880000
130	12.200000
140	12.800000
150	14.200000
160	11.000000
170	11.802000
180	11.802000
190	12.000000
200	13.280000
210	14.800000
220	11.400000
230	10.000000
240	10.000000
250	10.280000
260	11.200000
270	11.482000
280	10.600000
290	12.400000
300	9.202000
310	11.402000
320	11.400000
330	10.600000
340	15.080000
350	13.000000
360	10.600000
370	9.600000
380	8.602000
390	9.602000
400	11.200000
410	11.402000
420	13.600000
430	9.400000
440	13.200000
450	8.602000
460	13.080000
470	11.202000
480	10.802000
490	14.000000
500	8.602000
510	10.802000
520	14.002000
530	11.202000
540	11.600000
550	11.200000
560	13.400000
570	11.202000
580	10.400000
590	12.020000
600	12.600000
