10	30.960000
20	23.406000
30	20.006000
40	26.406000
50	28.400000
60	21.806000
70	22.000000
80	26.600000
90	28.800000
100	23.000000
110	29.200000
120	26.400000
130	21.404000
140	27.400000
150	24.800000
160	22.606000
170	22.400000
180	22.806000
190	22.806000
200	22.800000
210	21.800000
220	20.200000
230	24.800000
240	25.800000
250	26.200000
260	27.000000
270	23.800000
280	22.604000
290	26.000000
300	21.400000
310	25.000000
320	30.000000
330	26.800000
340	23.000000
350	29.000000
360	22.200000
370	25.400000
380	29.400000
390	21.200000
400	24.600000
410	25.200000
420	22.806000
430	23.206000
440	22.600000
450	24.400000
460	19.000000
470	23.800000
480	27.600000
490	25.606000
500	24.406000
510	27.380000
520	26.800000
530	25.400000
540	25.000000
550	26.000000
560	27.200000
570	23.606000
580	24.406000
590	26.206000
600	25.406000
