10	20.000000
20	24.600000
30	23.000000
40	22.400000
50	20.600000
60	19.800000
70	23.000000
80	21.600000
90	19.400000
100	23.802000
110	21.200000
120	17.600000
130	22.604000
140	18.600000
150	18.800000
160	19.800000
170	18.202000
180	21.200000
190	21.400000
200	20.802000
210	23.000000
220	20.400000
230	20.604000
240	21.600000
250	21.002000
260	19.402000
270	20.202000
280	19.802000
290	24.400000
300	22.002000
310	20.402000
320	20.200000
330	20.400000
340	23.602000
350	23.600000
360	22.600000
370	22.800000
380	23.602000
390	25.802000
400	20.600000
410	24.000000
420	20.200000
430	22.202000
440	22.600000
450	23.600000
460	21.600000
470	20.600000
480	21.802000
490	22.200000
500	21.802000
510	20.600000
520	21.200000
530	17.802000
540	20.000000
550	20.200000
560	25.000000
570	19.400000
580	16.602000
590	19.800000
600	25.000000
