10	2096.350000
20	2102.670000
30	2149.220000
40	2074.520000
50	2079.790000
60	2112.020000
70	2111.290000
80	2147.070000
90	2155.990000
100	2193.740000
110	2091.180000
120	2135.110000
130	2179.170000
140	2159.230000
150	2118.350000
160	2141.380000
170	2108.950000
180	2115.210000
190	2172.410000
200	2094.570000
210	2147.500000
220	2168.930000
230	2120.500000
240	2138.420000
250	2125.020000
260	2133.110000
270	2137.940000
280	2190.080000
290	2126.030000
300	2151.160000
310	2180.480000
320	2129.060000
330	2138.440000
340	2147.870000
350	2078.480000
360	2078.380000
370	2132.330000
380	2168.800000
390	2106.760000
400	2156.180000
410	2196.480000
420	2127.700000
430	2074.340000
440	2196.750000
450	2162.350000
460	2141.850000
470	2159.780000
480	2105.410000
490	2111.950000
500	2119.880000
510	2149.700000
520	2145.340000
530	2148.400000
540	2139.570000
550	2164.260000
560	2158.300000
570	2087.980000
580	2115.980000
590	2091.490000
600	2168.680000
610	2197.040000
620	2184.340000
630	2138.990000
640	2064.560000
650	2172.690000
660	2136.760000
670	2129.910000
680	2101.550000
690	2103.320000
700	2092.010000
710	2066.570000
720	2122.990000
730	2094.910000
740	2185.900000
750	2089.260000
760	2166.120000
770	2050.320000
780	2101.010000
790	2137.490000
800	2099.980000
810	2120.630000
820	2127.090000
830	2143.850000
840	2158.200000
850	2168.020000
860	2143.460000
870	2133.090000
880	2151.020000
890	2098.910000
900	2132.980000
910	2146.390000
920	2192.140000
930	2137.190000
940	2196.490000
950	2159.190000
960	2097.110000
970	2110.360000
980	2134.910000
990	2137.350000
1000	2113.640000
1010	2111.330000
1020	2090.710000
1030	2153.700000
1040	2141.870000
1050	2154.610000
1060	2190.090000
1070	2171.080000
1080	2169.780000
1090	2166.080000
1100	2142.150000
1110	2079.350000
1120	2164.130000
1130	2177.880000
1140	2120.000000
1150	2154.940000
1160	2156.720000
1170	2109.000000
1180	2134.000000
1190	2193.490000
1200	2143.900000
1210	2102.860000
1220	2133.760000
1230	2150.070000
1240	2116.030000
1250	2128.020000
1260	2163.470000
1270	2173.340000
1280	2119.300000
1290	2126.970000
1300	2128.450000
1310	2179.660000
1320	2100.920000
1330	2163.690000
1340	2082.950000
1350	2193.730000
1360	2092.930000
1370	2141.510000
1380	2187.610000
1390	2160.770000
1400	2051.910000
1410	2144.820000
1420	2111.470000
1430	2140.530000
1440	2181.390000
1450	2147.470000
1460	2087.120000
1470	2132.530000
1480	2116.330000
1490	2038.720000
1500	2091.300000
1510	2151.040000
1520	2192.720000
1530	2110.800000
1540	2112.530000
1550	2129.150000
1560	2133.320000
1570	2126.770000
1580	2197.810000
1590	2145.500000
1600	2139.510000
1610	2201.990000
1620	2134.700000
1630	2197.910000
1640	2171.280000
1650	2162.810000
1660	2130.230000
1670	2132.590000
1680	2118.340000
1690	2191.980000
1700	2159.570000
1710	2136.780000
1720	2192.760000
1730	2159.940000
1740	2171.030000
1750	2145.920000
1760	2159.890000
1770	2151.970000
1780	2124.860000
1790	2159.600000
1800	2092.010000
