8.36 Mbits/sec   0.023 ms    0/ 7113 (0%)
2.50 Mbits/sec   0.007 ms    0/ 2127 (0%)
2.29 Mbits/sec   0.011 ms    0/ 1948 (0%)
4.81 Mbits/sec   0.021 ms    0/ 4087 (0%)
6.31 Mbits/sec   0.016 ms    0/ 5362 (0%)
4.78 Mbits/sec   0.020 ms    0/ 4066 (0%)
9.47 Mbits/sec   0.017 ms    0/ 8052 (0%)
4.70 Mbits/sec   0.014 ms    0/ 3997 (0%)
3.28 Mbits/sec   0.013 ms    0/ 2794 (0%)
8.28 Mbits/sec   0.015 ms    0/ 7043 (0%)
