4.34 Mbits/sec   0.030 ms    0/ 3689 (0%)
3.75 Mbits/sec   0.010 ms    0/ 3193 (0%)
7.62 Mbits/sec   0.043 ms    0/ 6478 (0%)
6.34 Mbits/sec   0.018 ms    0/ 5391 (0%)
6.80 Mbits/sec   0.021 ms    0/ 5781 (0%)
7.74 Mbits/sec   0.029 ms    0/ 6584 (0%)
1.80 Mbits/sec   0.026 ms    0/ 1533 (0%)
1.69 Mbits/sec   0.038 ms    0/ 1439 (0%)
5.29 Mbits/sec   0.022 ms    0/ 4499 (0%)
5.32 Mbits/sec   0.021 ms    0/ 4521 (0%)
