4.06 Mbits/sec   0.088 ms    0/ 3457 (0%)
1.46 Mbits/sec   0.015 ms    0/ 1244 (0%)
6.41 Mbits/sec   0.019 ms    0/ 5453 (0%)
9.09 Mbits/sec   0.021 ms    0/ 7728 (0%)
7.41 Mbits/sec   0.031 ms    0/ 6302 (0%)
5.43 Mbits/sec   0.016 ms    0/ 4619 (0%)
3.68 Mbits/sec   0.021 ms    0/ 3133 (0%)
7.38 Mbits/sec   0.039 ms    0/ 6274 (0%)
7.21 Mbits/sec   0.011 ms    0/ 6135 (0%)
3.53 Mbits/sec   0.017 ms    0/ 3003 (0%)
