4.96 Mbits/sec   0.015 ms    0/ 4217 (0%)
4.01 Mbits/sec   0.010 ms    0/ 3413 (0%)
5.60 Mbits/sec   0.016 ms    0/ 4762 (0%)
5.58 Mbits/sec   0.018 ms    0/ 4744 (0%)
4.73 Mbits/sec   0.013 ms    0/ 4021 (0%)
3.96 Mbits/sec   0.028 ms    0/ 3366 (0%)
5.60 Mbits/sec   0.016 ms    0/ 4762 (0%)
1.27 Mbits/sec   0.011 ms    0/ 1082 (0%)
3.26 Mbits/sec   0.023 ms    0/ 2774 (0%)
4.84 Mbits/sec   0.007 ms    0/ 4116 (0%)
