3.39 Mbits/sec   0.039 ms    0/ 2881 (0%)
6.78 Mbits/sec   0.012 ms    0/ 5764 (0%)
7.85 Mbits/sec   0.016 ms    0/ 6676 (0%)
3.71 Mbits/sec   0.015 ms    0/ 3153 (0%)
5.83 Mbits/sec   0.026 ms    0/ 4961 (0%)
7.35 Mbits/sec   0.017 ms    0/ 6250 (0%)
2.92 Mbits/sec   0.011 ms    0/ 2482 (0%)
2.28 Mbits/sec   0.018 ms    0/ 1937 (0%)
7.80 Mbits/sec   0.011 ms    0/ 6636 (0%)
1.84 Mbits/sec   0.016 ms    0/ 1563 (0%)
