6.96 Mbits/sec   0.030 ms    0/ 5921 (0%)
3.84 Mbits/sec   0.023 ms    0/ 3270 (0%)
6.19 Mbits/sec   0.016 ms    0/ 5261 (0%)
5.31 Mbits/sec   0.017 ms    0/ 4517 (0%)
10.1 Mbits/sec   0.023 ms    0/ 8599 (0%)
6.04 Mbits/sec   0.025 ms    0/ 5137 (0%)
2.23 Mbits/sec   0.020 ms    0/ 1899 (0%)
3.59 Mbits/sec   0.014 ms    0/ 3056 (0%)
4.28 Mbits/sec   0.012 ms    0/ 3641 (0%)
4.65 Mbits/sec   0.025 ms    0/ 3959 (0%)
